Comment,Rating
"
не были замечены												",0
"
Вообщем телефон очень даже не плохой. Выше меня писала женщина так она не понимает современный мир что можно сделать бэкап файлов или просто покопаться в настройках. Это же логично!												",1
"
Фотографии, звук, процессор, память, батарея												",1
"
Хейтеры												",0
"
Купил его сыну в подарок на д/р. Покупал в Ситилинк за 4490 руб, в других магазинах в январе 2017 цены были от 8 до 11 тыр. За эти деньги телефон отличный. В начале столкнулся с проблемой, из-за того что симка стояла во втором слоте, а первый слот был пустой, то при перезагрузке/выключении телефон... Читать полностью ",1
"
Цена, 2 симки, не большой размер (по современным меркам), олеофобное покрытие экрана, IPS.												",1
"
Слабое разрешение экрана (но экран смотрится хорошо), не привычная система, но разобраться можно :)) Камеры слабые, хотя конечно фронталка в 5Мп это уже не плохо, но фоткать только в ясную погоду на улице, в помещении фотки серо-зеленые одна каша.												",0
"
отличный телефон. в корне не согласен с теми баранами , которые хаят этот аппарат. альтернативы ему нет, у меня андроид, но это полное дерьмо по сравнению с 1616. эльвира у тебя просто нет такого телефона , а охота вот ты и рвеш на жопе волосы ругая эту модель!												",1
"
простой в обращении, связь обалдеть, батареи хватает на неделю, а то и больше. звук в динамике отличный. удобное меню.												",1
"
вообще никаких.												",0
"
Приятный на ощупь, если черный не скользит. Не дорогой, относительно своих характеристик.												",1
"
хороший коммуникатор, раздаёт wi-fi без проблем, бегает по навигации нормально. Часто обновляется и есть блокиратор закачки со сторонних источников (не нужен анти-вирус!!!), только из Магазина, где всё проверено.												",1
"
в параметрах оперативной памяти стоит 256Мб, хотя заявлено 1Гб??? если купил к-либо приложение из магазина, после удаления следы его не исчезают: при повторном выборе пишет, что уже приобреталось (может это и достоинство). Обнова Viber, по сравнению с Андроидами - опаздывает, категорично... Читать полностью ",0
"
 очень нравится телефон					 ",1
"
 очень хороший телефон, удобный, яркий					 ",1
"
 через полгода стала быстро садиться батарейка...замена батареи  практически равноценна самому телефону.					 ",0
"
 Супер аппарат.					 ",1
"
 Отличный гаджет.Не виснет,яркий,игрушки тянет,и вообще доволен за такие деньги.					 ",1
"
 Минусов за 3 месяца не видел.					 ",0
"
 Часто теряю телефоны поэтому решил приобрести что-нибудь недорогое, но со всеми важными на сегодняшний день функциями. Телефон очень порадовал дизайном , удобно сидит в руке, есть 4g ,GPS. Отличный простой вариант смартфона, использую его чисто для серфа в интернете, позвонить и для общения в... Читать полностью  ",1
"
 LTE, дизайн					 ",1
"
 Пока не обнаружил					 ",0
"
 в принципе, за эти деньги лучше телефона не найти, но я разочарован в А 7000, у моей жены А 536 работает более стабильно					 ",0
"
 недорогой, стильный, довольно шустрый					 ",1
"
 через 4 месяца пользования перестали реагировать кнопки ""домой"" и ""назад"", иногда ""глючит""  ПО					 ",0
"
 Советую всем кто хочет качественный стильный телефон.					 ",1
"
 Очень шустрый, спасибо производителям, и дизайн великолепен. Камера неплохая,это же не профи фотоаппарат.					 ",1
"
 Жаль,что наушники в комплекте не идут.					 ",0
"
 Очень пожалел,что не потратил чуть больше денег и не приобрёл нормальный смартфон потому как потратил кучу нервов с этим китайским ""чудом"".
Крайне не рекомендую и вообще не понимаю отзывов ниже,которые хвалят это.					 ",0
"
 Большой и яркий экран,низкая цена.					 ",1
"
 Отвратительный звук через динамики и наушники.
Маркий экран и большой вес смартфона.
Спустя небольшое время эксплуатации начинает тормозит так,будто там вообще нет процессора.
Уровень сигнала по wi-fi адекватный,но связь и мобильный интернет на уровне древних 5кб\cек модемов.					 ",0
"
 Впечатления двойственные: хорошая голосовая связь, к передаче голоса нет претензий. Но к софту многовато претензий, мой экземпляр любит после обновления программ удалять с рабочего стола ярлыки или добавлять их туда же, независимо от того, что обновлял.					 ",0
"
 Низкая цена, небольшие габариты, работа с двумя сим-картами, высокое качество голосовой связи.					 ",1
"
 Нестабильность в работе.					 ",0
"
 Купил со скидкой в 20% по чеку.за 9598					 ",1
"
 Телефон лучший в этой ценовой категории.батею держит сутки при максимальной загруженности.В интернете летает с 4G.Не зависает как другие модели!!!Подходят универсальные стекла за 250р.					 ",1
"
 Снимки получаются не очень.дорогие аксессуары.в салоне Защитное стекло 990 чехол 900. Купил в другом месте за 250 и 200р соотвественно					 ",0
"
 Давно искал телефон чтоб был ударостойкий и водонепроницаемый. Это второй телефон после Sony xperia V, который полностью меня устраивает не смотря на недостатки описанные выше!  Подводя итоги- Если Вы: любите активный отдых, роняете телефон, можете утопить в туалете, ванне и тд..... Читать полностью  ",1
"
 Отличный телефон, пользуюсь активно им уже 4 месяца. Ронял, топил.. За свои деньги (брал с Китая с гарантией на 1 год за 12000р) отличный телефон.
 ",1
"
 По гарантии поменял динамик-начал хрипеть, проблема возникла, как я понял после жезткого падения... Либо просто брак динамика. 
Наушники, которые в комплекте не очень хорошие					 ",0
"
 Рекомендую, однозначно стоит своих денег. В целом просто отличный аппарат.					 ",1
"
 Amoled, 2 SIM, АКБ 2200, фронтальная и основная камеры качественные, сменные задние панели, живучий (!!!) падал много раз пока чехол ехал по почте, NFC (не понял пока, в чем плюс), устойчивая ОСь. Купил уже 2-й экземпляр - для себя.					 ",1
"
 Датчик положения слабоват если сравнить с 630, кнопка включения могла бы стоять ниже - наощупь часто перепутаю - вопрос привычки конечно, 8Гб конечно маловато - карты все не скачать и не все приложения ставятся на карту памяти					 ",0
"
 Пользуюсь 1 год. Доволен, мощный аккумулятор , с включеным интернетом работы на 3 дня без подзарядки.					 ",1
"
 Яркий экран,быстрый процессор, симпатичный дизайн (на любителя)					 ",1
"
 в второй слот для сим карты так же ставится карта памяти,приходится выбирать.Мне хватает внутренней, 16 гигов.					 ",0
"
 Телефон хороший несмотря на минусы очень советую					 ",1
"
 Хорошии телефон покупал 20 июля за 1990 руб  Android 4.4.2 Две симки  внешний вид хорош  в интернете сидеть хорошо  					 ",1
"
 Из минусов Плохая камера Батарея быстро кончается  динамик плохой при разговоре по телефону но и все					 ",0
"
 Сравнивая с айфоном 5S , именно его можно поставить рядом. Айфон мне понравился больше.					 ",1
"
 Есть, хороший телефон.					 ",1
"
 При падении с высоты 70 см треснул экран, перестал работать сенсор. Замена дисплейного модуля внимание: ОТ- 11000 рублей!					 ",0
"
 Очень хороший аппарат для повседневной жизни. Убийца флагманов. Низкая цена при высоком качестве! Рекомендую.					 ",1
"
 Стильный, мощный, прост в управлении, супер быстрая зарядка, сканер отпечатков пальцев, не виснет и не глючит, с каждым днем становится умнее.....))) 					 ",1
"
 Камера оставляет желать лучшего! 					 ",0
"
 За свои деньги Ооотличный аппарат. Пользуюсь с мая 2016. Пришел Брать J7 и удивился новой модели 2016 года. Приятные улучшения в новой модели. Самсунг МОЛОДЦЫ					 ",1
"
 Стильный крепкий корпус. В руке лежит идеально. Металлическая рамка добавляет стиля))) Скорость на высоте. Любые программы на ура идут. Чехол взял силиконовый недорогой. Батарея просто удивляет своей жевучестью. При 15% даже не беспокоюсь что скоро спать ляжет.					 ",1
"
 отсутствует гироскоп - но это не главное ))))					 ",0
"
 Телефон вроде нормальный для своей цены, я бы сказал ""хороший"", но батарея, аккумулятор просто ужасны! А сеть ловит очень плохо! Покупать только для звонков, ну или использовать как калькулятор. Покупкой не доволен					 ",1
"
 Хороший 4-х ядерный процессор, обе камеры хороши для такой цены					 ",1
"
 Плохо ловит сеть, дозвониться сложно! Плохая батарея, китайский лаунчер - скачивает много лишней рекламы. Отвратительный сенсор!					 ",0
"
 За 4,5 мес использования очень доволен телефоном					 ",1
"
 Неубиваемый					 ",1
"
 По гарантии поменял динамик.
Наушники в комплекте не очень хорошие					 ",0
"
 За  год и 8 месяцев использования. Не разочаровал. Все работает отлично. Не что не отклеивается. Не трескается. Единственное заглушка. Уже вторая пришла в негодность.  Но это неочем. 					 ",1
"
 Все отлично.					 ",1
"
 Заглушка. Но не критично.					 ",0
"
 Вроде впечатления нормальные по началу.А потом думаешь за что отдал деньги.Можно и A - 3 брать он  дешевле.А посмотрел Китайцев там и функции точнее работают и цена приятнее!					 ",0
"
 Качественная сборка!Классный экран!Неплохая камера.					 ",1
"
 Минус один!Но очень жирный!Тупейший сканер отпечатка пальца.После душа сканер не узнает палец минут 30!Тупо блокирует смарт!15 МИН ПОТОМ 30!Крем для рук тоже полный капут!На морозе тоже глюки!И в итоге пришлось отказаться от этой функции!Сыро и очень не надёжно!Ребята из Samsung очень неприятно... Читать полностью  ",0
"
 Выбирал новый телефон долго. Компактность и надежность были моими главными кретериями. Присматривался к iPhone SE. Но экран хотелось чуть-чуть побольше, 4.5 – для меня оптимальный вариант. Смотрел и на серию компактов от Sony. Но у них стеклянная задняя панель, то есть проблемы с надежностью в моем... Читать полностью  ",1
"
 Компактный, приятный дизайн, прочный корпус (цельный, без стекла на задней панели), диагональ до 5”, цена.					 ",1
"
 Особо нет.					 ",0
"
 Первые дней 10 все было нормально, а потом полезли эти глюки.
Ужасный телефон. 					 ",0
"
 Отичный звук					 ",1
"
 1. Ужасно тормозит - между нажатием на экран и выполнением команды проходит от 3 до 10 сек. 2. Может просто лежать, ничего не выполнять и очень сильно греться. 3. Периодически удаляет зарегистрированные отпечатки пальцев. 4. Если бросаешь телефон к примеру на подушку, он может сам... Читать полностью  ",0
"
 Смартфон брал в октябре в интернет магазине!Если хотите отличный смартфон - берите не пожалеете!Он стоит тех денег !
 ",1
"
 Оперативная память больше чем  достаточно!Игры любые идут какие мне надо!С установкой мелодий на входящие разобрался!Фото просто отлично!Цвета дисплея очень хорошие и мне понравились!Встроенной памяти  64 Гб достаточно!					 ",1
"
 Минусы-естественно батарея,как я пользуюсь сейчас хватает на 40 часов-это конечно если не играть,интернет идет нормально хоть и 4 G нет по описанию!					 ",0
"
 Покупкой довольна!!! Android 6.0, LTE, IPS-дисплей, хороший дизайн Цветопередача и четкость экрана отличные. Очень ловкий, все задания выполняет быстро, долго не думает. Батарею держит в принципе нормально, но хотелось бы больше. Камерой осталась довольна, удобное использование Dual sim и... Читать полностью  ",1
"
 Достоинства: тонкий, легкий, быстрый, нормальная цена					 ",1
"
 Можно было бы батарею сделать большей емкости					 ",0
"
сдох экран через 4 месяца												",0
"
долго держит заряд												",1
"
сдох экран через 4 месяца												",0
"
 Хороший телефон но у меня плохое зрение и для меня экран маленький 
 ",1
"
 он быстрый,хороший,не греется,не греется при зарядке вообще,экран большой,вай-фай есть,громкий динамик,отличная камера,андроид высокий,и т.д.					 ",1
"
 Плохо заряд держится,долго включается и выключается,довольно толстый,нет возможности ставить предложения где хочешь предложения только в ряд,нет фанарика на селфи камере и т.д.					 ",0
"
 Хороший телефон но у меня плохое зрение и для меня экран маленький 
 ",1
"
 он быстрый,хороший,не греется,не греется при зарядке вообще,экран большой,вай-фай есть,громкий динамик,отличная камера,андроид высокий,и т.д.					 ",1
"
 Плохо заряд держится,долго включается и выключается,довольно толстый,нет возможности ставить предложения где хочешь предложения только в ряд,нет фанарика на селфи камере и т.д.					 ",0
"
 Купил телефон за 13000 рублей. Порадовал дизайн, отделка, характеристики, прошивка специфическая, но привыкаешь быстро, звук в наушниках хороший, даже без отдельного звукового чипа. Телефон был из партии октября 2016 года, поэтому проблем с кнопкой Home нет.					 ",1
"
 Приятная цена, LTE, отличные, для своей стоимости характеристики, дизайн, годный звук в наушниках, металлический корпус, не тормозит.					 ",1
"
 Немного греется, камера недостаточно снимает в темноте					 ",0
"
 Использую смартфон больше 2 х месяцев, все устраивает. В машине использую как навигатор, на работе активные звонки, использование viber. Дома дети активно играют, так что он у меня и как планшет, и как телефон, и как навигатор в одном устройстве! И на все это батареи хватает на день за глаза,... Читать полностью  ",1
"
 Достаточно производительный смартфон. 
Удобно писать сообщения, нет задержек при печатании текста. 
Очень долго держит батарею.  
Смартфон очень тонкий, несмотря на емкий и мощный аккумулятор.
 ",1
"
 несъемная задняя крышка и при замене батареи придется обращаться в сервисный центр. 					 ",0
"
пользовалась около 4 лет, сегодня сломал ребенок аккумулятор рыдала... теперь такой не найти												",1
"
три симки, хороший фонарь, долго держит батарею, недорогой, хороший динамик												",1
"
нет												",0
"
 Очень приятные, неизгладимые. Кайф					 ",1
"
 В комплекте умный чехол с окошком, также шнур-переходник USB на микро usb. Можно перегрузить на большую флешку или ч/з адаптер на микро SD. (дла музыки или видео в авто) Скорость загрузки очень приличная, можно работать и в перчаткх- есть в настройке. В обшем очень классный аппарат, заряд хватает на... Читать полностью  ",1
"
 Абсолютно никаких, только обошёлся он мне дороже 12900+доставка 3000=15900.					 ",0
"
 Конечно соглашусь форма у него маленько неадекватная, на первый взгляд, просто китайцы еще не работали более глобально в этой сфере, да и не больно это их и затрагивает, не будут же они делать корпус телефона из слоновой кожи, чтобы у хлюпиков он из рук не вылетал, поймите люди он сделан не для того... Читать полностью  ",1
"
 1.Красивая форма по мне :)  2.Топовые приложения тянет 3. Его процессор хоть и не самый мощный, но сравнимо ощутим в стабильности от других телефонов, даже в том же One Plus 3 и iPhone 6 4. Он выигрывает по многоядерности у многих топовых флагманов 5. Прошивка сейчас стала... Читать полностью  ",1
"
 1.Форма корпуса.
2.Отпечаток пальца (решается очень просто, в виде установки нескольких отпечатков пальца, на один и тот же палец, вот и все, незнаю что люди парят)
 ",0
"
телефон хороший, цена и качество соответствует												",1
"
хорошо работает азу, камеры снимают отлично, батарея держит долго, нет летает												",1
"
пока нет												",0
"
тормозит, тупит, быстро разряжается, невозможно перенести загруженные приложения на дополнительную карту памяти, идиотское меню, задолбало что приглушает цвет экрана постоянно, опа гавнаста - леновы, хуелы и т.п. китайкие гавнасты... сравниваю с Самсунгом, LG, HTC стоимостью от 11 000 руб...												",0
"
нет												",1
"
тормозит, тупит, быстро разряжается, невозможно перенести загруженные приложения на дополнительную карту памяти, идиотское меню, задолбало что приглушает цвет экрана постоянно, опа гавнаста - леновы, хуелы и т.п. китайкие гавнасты... сравниваю с Самсунгом, LG, HTC стоимостью от 11 000 руб...												",0
"
 Экран действительно очень хорош! Яркие насыщенные цвета. На солнце видно великолепно! Звук внешнего динамика громкий, насыщенный, чистый, без искажений. Качество приёма сотового сигнала очень хорошее. Собеседник слышит тебя чётко и громко, как впрочем и ты его. Считыватель отпечатка пальца работает... Читать полностью  ",0
"
 Экран супер! Камера хорошая. Дизайн. Звук из внешнего динамика и разговорного. Слышимость меня собеседником. Качество приёма сигнала. 					 ",1
"
 Батарея. В оболочке нет нужных функций. NFC не читает проездные карты. Очень много ненужных, не удаляемых приложений. Очень скользкий. Очень узкие рамки дисплея. Очень чувствительный экран.					 ",0
"
 Покупала 2 года назад. Год работал отлично, все было хорошо, но камера плохая. На втором году жизни начал отключаться просто когда захочет и когда пользуешься интернетом. В этом и весь минус. Много раз роняла, но ему хоть бы хны, очень крепкий корпус. Тяжелые игры не потянет вообще,... Читать полностью  ",1
"
 Идеально подходит для тех, кому телефон нужен только для звонков.					 ",1
"
 Слабая батарея, плохая камера, очень плохо открывается задняя крышка.					 ",0
"
 На А4.5 заменил свой нынешний китайский смарт, у которого за полтора года использования повылезло куча проблем. По BQ – смартфон эргономичен. Экран отличный. Пользуюсь 2 недели – всё работает как надо. Радует батарея: 2-3 процента за ночь в режиме ожидания, с включённой синхронизацией.					 ",1
"
 Экран, батарея					 ",1
"
 Нет					 ",0
"
 Телефоном очень доволена. Нравится эта идея со 2 экраном, это удобно, плюс экономит мое время. В течение дня телефон почти не трогаю, сразу вижу, если у меня пропущенный или сообщение пришло. И самое главное, телефон не садит батарейку. Камера хорошая, фотографирую на работе документы- все видно... Читать полностью  ",1
"
 Второй экран, тонкий, легкий, отлично ловит сеть и спутники. Не перегруженное и простое меню. Хорошая батарея.					 ",1
"
 Пока не обнаружила					 ",0
"
 пользуясь этим аппаратом с 2008 года.Абсолютная надёжность: падал,тонул в чае - высушил работает дальше.Время пользования телефонами нокиа 13 лет.					 ",1
"
 Камера,Выполняет все функции телефона связь отличная.					 ",1
"
 батарея слабовата,хотелось бы побольше. Хватает на день- два.					 ",0
"
 Если использовать телефон только для звонков - рекомендую. Для других целей (соцсети, игры) - подберите что-нибудь получше.					 ",0
"
 Прост и удобен в использовании, хорошо лежит в руке. 					 ",1
"
 Купила его за 2,5к пару лет назад, и, надо сказать, такая цена вполне оправдала качество. После покупки около месяца работал нормально. Проблемы с использованием данной модели начались с того, что приложение ""Музыка"" зависло и отказалось работать. После этого довольно часто мне приходилось видеть... Читать полностью  ",0
"
 сказано выше					 ",1
"
 нормальный, кроме....					 ",1
"
 1. необычайно долго загружается Андроид 6.0.
2. Детектор пальца расположен так, что часто палец попадает на фотокамеру вместо детектора, если неглядя прикладывать, а след пальца на объективе искажает качество фото					 ",0
"
Игрушка для всех. Был у меня такой, на Оранже, около 2 лет с ним ходил, во Франции. Остался доволен, отличный телефон. Честно говоря, тоскую по нему, теперь ищу себе такой же, надеюсь повезет. Звонок у него громовой, чтение плеера не плохое, и в остальном он не хуже других. Считаю его одной из самых... Читать полностью ",1
"
Батарея держит долго, звонок громовой, стойкий к ударам, работает даже с поврежденным корпусом после падения с высоты, на работе уронил его с крыше, даже не отключился и т. д.												",1
"
При полной 16 Gb карте иногда замирает, как ослица перед ослом, надо его перезапустить тогда. Звонок иногда и за его громкости действует на нервы утром, если не отрегулировать заранее.												",0
"
Телефон очень хороший,за такую цену ($60) вообще отличный:)
Проблемы начались с обновлением аппликаций.Некоторые очень нужные мне,телефон просто не обновляет,а одну ,показывающую время прибытия автобусов ,вообще отказался поодерживать.Пишет ""ошибка 504"".												",1
"
Для своей цены телефон отличный.Работает быстро,звук сильный и хороший.Экран отличный,батарея держит хорошо.												",1
"
Фотографии среднего качества,видео пишет хорошо.
Необходим переходник-адаптер для наушников,т.к. ввод не стандартный,а больший 3,5 мм.Проблемы с обновлением некоторых аппликаций.												",0
"
Купил в середине декабря 2016 года. ""Связной"", г. Владимир, Мегаторг. При покупке совершил глупость, не проверил аппарат в магазине. Дома, после установки сим карт, телефон их не увидел. Сразу вернул в магазин, проверка их сервиса установила, что случай не гарантийный. Механическое повреждение... Читать полностью ",0
"
Большой экран, насыщенный, трубка хорошо лежит в руке, мощная батарея (как заявлено)												",1
"
Наверно,  некачественная сборка, камера хуже чем у более дешёвых и старых аппаратов (в семье сони, нокиа, асус). К сожалению это не та Моторола...												",0
"
во время гарантии ломался 3 раза а четвертый сразу по окончании гарантии, занес в мастерскую и там сказали что ремонту не подлежит ,И это при том что телефон не падал не тонул, Ужасный телефон даже за такие деньги, Если не жаль выбросить деньги на ветер - можно покупать,												",0
"
не вижу												",1
"
сплошные												",0
"
Внешний вид как будто стоит 30000 р. батарея на 4100 мАч, прошивка MIUI очень похожа на IOS. Очень низкая цена для таких характеристик, купил на алиэкспресс всего за 8600 р. это с учетом кэшбэка от Али http://bit.ly/alicash1/ Кто еще не знает, теперь можно не просить дополнительную СКИДКУ у китайцев... Читать полностью ",1
"
Дизайн хорош, очень удобная кнопка отпечатков пальцев сзади, как у note 3, но теперь работает еще быстрее (я знаю о чем говорю). В руке держать приятно и удобно. Так как полностью металлический корпус носить рекомендую в чехле (у меня были опыты падения телефона даже с небольшой высоты, что... Читать полностью ",1
"
Слот под симкарты. К экрану бы добавил немного больше яркости.												",0
"
Отличный смартфон! У большинства моих друзей именно он! Отличная камера,фото прелестны! Купили за уместную цену,к нему есть много разнообразных чехлов,это мне нравится!												",1
"
Отличная камера,много чехлов,красочные фото,радует и превликаиет всех!!!												",1
"
Нет недостатков!												",0
"
 О смартфоне очень хорошие. Да и в целом о  Xiaomi .  Пользуюсь другими продуктами компании -впечатления замечательные. Если компания не будет снижать планку и оставит такую же ценовую политику , то у неё отличные перспективы . 					 ",1
"
 Элегантный, быстрый,удобный , отличная батарея и конечно, цена. 					 ",1
"
 Наверное, они есть, но только без учёта цены 					 ",0
"
 Вобщем, очень нравится.					 ",1
"
 Очень хороший бюджетный смартфон. Отличный дизайн, много функциональных встроенных приложений, особенно радует  пульт для домашней техники и антивирус с очисткой от ненужного мусора. 					 ",1
"
 Периодически пропадает сигнал второй симкарты, после переключения мобильного интернета с одной сим карты (основной) на вторую, или после самопроизвольной перезагрузки. 					 ",0
"
 За такие деньги получить что-либо приемлемое не реально, а тут после допиливания вполне рабочая модель. И есть Cyanogenmod на Android 7 Nougat 					 ",1
"
 Хорошее железо за невысокую цену 					 ",1
"
 Отвратительный бессмысленный MIUI с рекламой, затянутая разблокировка загрузчика, проблемы с разными модулями сканера отпечатка пальца в прошивках Cyanogenmod. 					 ",0
"
 Итог!  Очень хорош. Рекомендую всем подарок к НОВОМУ ГОДУ ! 					 ",1
"
 Очень хороший смартфон.  Немного великоват для девичьей руки.					 ",1
"
  Можно было бы лучше сделать подключение к  компьютеру. Без танцев с бубном ,а то напрягает.					 ",0
"
 Экран конечно на высоте,фото получаются неплохо ,батарея при умеренном использовании держит день.Но самое большое разочарование это встроенная память. Я не знаю что компания Самсунг напихала в телефон,но памяти остался один гигабайт.До этого у меня было два телефона с 8 гигант встроенной памяти , но... Читать полностью  ",0
"
 Экран , камера днем , батарея.					 ",1
"
 Нет световой индикации.Очень мало памяти.					 ",0
"
 Конечно, от батарейки на 4000 мА*часов я ждала более двух дней. Однако, вспомнить свой прежний смартфон Lenovo P780-который работал 3 дня,и вспомнив, что там процессор куда слабее, я думаю это нормально. Почитала 4pda,там люди и трех и четырёх дней автономности, но за счёт понижения частот, однако... Читать полностью  ",1
"
 Экран, звук(кому конечно как, производительность.					 ",1
"
 Камера. 					 ",0
"
 Если бы покупал телефон,взял бы его снова,ну или модель постарше. 					 ",1
"
 Режим ноут 3 про 3/32. Шустрый стильный красивый,классный экран,даже звук достаточно громкий,несмотря на отрицательные отзывы некоторых пользователей. Батарея на 5,ну и много чего сразу и не вспомнить.					 ",1
"
 Когда лежит экраном вверх плохо слышно входящий,немного поскрипывает корпус.					 ",0
"
 Работает!					 ",1
"
 Стоимость, объем батареи, дизайн					 ",1
"
 При выключении телефона сбивается часовой пояс, иногда не определятся при звонке номер из записной книжки					 ",0
"
 10\10 за свою цену. Одна из самых-самых лучших покупок.					 ",1
"
 Цена, обычный hd экран,  офигевшая батарея, производительность в софте и играх, средняя камера, сканер отпечатков пальцев.					 ",1
"
 Почему то скидывается часовой пояс при каждом обновлении. Камера иногда фигово ловит фокус.					 ",0
"
 Пока самые наилучшие (3 недели пользуюсь).					 ",1
"
 Работает без проблем, если не придираться по, совсем уж мелочам.  Низкая цена (по акции). У меня на разбитом недавно (может оно и к лучшему) айфоне интернет ловил крайне скупо (Билайн, Тульская обл.). На этом смартфоне к удивлению все работает, как часы...					 ",1
"
 Банеры практически во всех приложениях...					 ",0
"
 Купила в Китае чехол, надела - некрасиво. Сняла - опять красавец. Не хочется портить стильный внешний вид.					 ",1
"
 Удобен в руке, быстрый, экран действительно яркий. При солнце видно все. Не темно. Ношу без чехла и пленок. Экран и панель аккумулятора не поцарапались (9 месяцев использования). Олеофобное покрытие работает и сзади, и спереди (если замазала, легко протирается фиброй). Делаю фотки на камеру -... Читать полностью  ",1
"
 Пока не вижу					 ",0
"
 Отличный аппарат по чудесной цене.					 ",1
"
 Классный аппарат! Большой экран, быстрый, заряда аккумулятора стабильно хватает на 2 дня, хорошая камера, ничем не уступает современным флагманам от Apple и Samsung, но при отличной цене.					 ",1
